disease_OMIM_ID	disease_name	gene_symbol
243150	Gastrointestinal defects and immunodeficiency syndrome	TTC7
243150	Gastrointestinal defects and immunodeficiency syndrome	TTC7A
243300	$Cholestasis, benign recurrent intrahepatic$	ATP8B1
243300	$Cholestasis, benign recurrent intrahepatic$	BRIC
243300	$Cholestasis, benign recurrent intrahepatic$	FIC1
243300	$Cholestasis, benign recurrent intrahepatic$	ICP1
243300	$Cholestasis, benign recurrent intrahepatic$	PFIC1
243310	Baraitser-Winter syndrome 1	ACTB
243310	Baraitser-Winter syndrome 1	BRWS1
243400	$[Acetylation, slow]$	AAC2
243400	$[Acetylation, slow]$	NAT2
243500	Isovaleric acidemia	IVD
243605	Stromme syndrome	CENPF
243605	Stromme syndrome	CILD31
243605	Stromme syndrome	STROMS
243700	$Hyper-IgE recurrent infection syndrome, autosomal recessive$	DOCK8
243800	Johanson-Blizzard syndrome	JBS
243800	Johanson-Blizzard syndrome	UBR1
244200	Hypogonadotropic hypogonadism 3 with or without anosmia	GPR73L1
244200	Hypogonadotropic hypogonadism 3 with or without anosmia	HH3
244200	Hypogonadotropic hypogonadism 3 with or without anosmia	PKR2
244200	Hypogonadotropic hypogonadism 3 with or without anosmia	PROKR2
244400	$Ciliary dyskinesia, primary, 1, with or without situs inversus$	CILD1
244400	$Ciliary dyskinesia, primary, 1, with or without situs inversus$	DNAI1
244400	$Ciliary dyskinesia, primary, 1, with or without situs inversus$	ICS
244400	$Ciliary dyskinesia, primary, 1, with or without situs inversus$	PCD
244450	Kaufman oculocerebrofacial syndrome	BPIDS
244450	Kaufman oculocerebrofacial syndrome	KOS
244450	Kaufman oculocerebrofacial syndrome	UBE3B
244460	$Kenny-Caffey syndrome, type 1$	HRD
244460	$Kenny-Caffey syndrome, type 1$	KCS
244460	$Kenny-Caffey syndrome, type 1$	KCS1
244460	$Kenny-Caffey syndrome, type 1$	PEAMO
244460	$Kenny-Caffey syndrome, type 1$	TBCE
245000	Papillon-Lefevre syndrome	CPPI
245000	Papillon-Lefevre syndrome	CTSC
245000	Papillon-Lefevre syndrome	HMS
245000	Papillon-Lefevre syndrome	JPD
245000	Papillon-Lefevre syndrome	PALS
245000	Papillon-Lefevre syndrome	PDON1
245000	Papillon-Lefevre syndrome	PLS
245010	Haim-Munk syndrome	CPPI
245010	Haim-Munk syndrome	CTSC
245010	Haim-Munk syndrome	HMS
245010	Haim-Munk syndrome	JPD
245010	Haim-Munk syndrome	PALS
245010	Haim-Munk syndrome	PDON1
245010	Haim-Munk syndrome	PLS
245050	Succinyl CoA:3-oxoacid CoA transferase deficiency	OXCT
245050	Succinyl CoA:3-oxoacid CoA transferase deficiency	OXCT1
245050	Succinyl CoA:3-oxoacid CoA transferase deficiency	SCOT
245150	Keutel syndrome	MGP
245200	Krabbe disease	GALC
245300	$Kuru, susceptibility to$	CJD
245300	$Kuru, susceptibility to$	KURU
245300	$Kuru, susceptibility to$	PRIP
245300	$Kuru, susceptibility to$	PRNP
245340	Erythrocyte lactate transporter defect	HHF7
245340	Erythrocyte lactate transporter defect	MCT1
245340	Erythrocyte lactate transporter defect	MCT1D
245340	Erythrocyte lactate transporter defect	SLC16A1
245348	Pyruvate dehydrogenase E2 deficiency	DLAT
245348	Pyruvate dehydrogenase E2 deficiency	PDCE2
245349	Lacticacidemia due to PDX1 deficiency	PDX1
245400	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	MTDPS9
245400	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	SUCLA1
245400	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	SUCLG1
245480	Specific granule deficiency	CEBPE
245480	Specific granule deficiency	CRP1
245570	$Epilepsy, focal, with speech disorder and with or without mental retardation$	FESD
245570	$Epilepsy, focal, with speech disorder and with or without mental retardation$	GRIN2A
245570	$Epilepsy, focal, with speech disorder and with or without mental retardation$	LKS
245570	$Epilepsy, focal, with speech disorder and with or without mental retardation$	NMDAR2A
245590	Growth hormone insensitivity with immunodeficiency	STAT5B
245600	$Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects$	B3GAT3
245600	$Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects$	GLCATI
245600	$Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects$	JDSCD
245660	Laryngoonychocutaneous syndrome	LAMA3
245660	Laryngoonychocutaneous syndrome	LOCS
245800	Laurence-Moon syndrome	BNHS
245800	Laurence-Moon syndrome	LNMS
245800	Laurence-Moon syndrome	NTE
245800	Laurence-Moon syndrome	NTEMND
245800	Laurence-Moon syndrome	OMCS
245800	Laurence-Moon syndrome	PNPLA6
245800	Laurence-Moon syndrome	SPG39
245900	Norum disease	LCAT
246200	Leprechaunism	HHF5
246200	Leprechaunism	INSR
246300	$Leprosy, susceptibility to$	TIL4
246300	$Leprosy, susceptibility to$	TLR2
246450	HMG-CoA lyase deficiency	HMGCL
246650	$Lipase deficiency, combined$	LMF1
246650	$Lipase deficiency, combined$	TMEM112
246700	Chylomicron retention disease	ANDD
246700	Chylomicron retention disease	CMRD
246700	Chylomicron retention disease	SAR1B
246700	Chylomicron retention disease	SARA2
246900	Dihydrolipoamide dehydrogenase deficiency	DLD
246900	Dihydrolipoamide dehydrogenase deficiency	DLDD
246900	Dihydrolipoamide dehydrogenase deficiency	LAD
246900	Dihydrolipoamide dehydrogenase deficiency	PHE3
247100	Urbach-Wiethe disease	ECM1
247100	Urbach-Wiethe disease	URBWD
247420	$[Blood group, Lutheran null]$	AU
247420	$[Blood group, Lutheran null]$	BCAM
247420	$[Blood group, Lutheran null]$	LU
248000	$Macrocephaly/megalencephaly syndrome, autosomal recessive$	MGCPH
248000	$Macrocephaly/megalencephaly syndrome, autosomal recessive$	PIG51
248000	$Macrocephaly/megalencephaly syndrome, autosomal recessive$	TBC1D7
248000	$Macrocephaly/megalencephaly syndrome, autosomal recessive$	TBC7
248190	$Hypomagnesemia 5, renal, with ocular involvement$	CLDN19
248190	$Hypomagnesemia 5, renal, with ocular involvement$	HOMG5
248200	$Macular degeneration, juvenile$	ABCA4
248200	$Macular degeneration, juvenile$	ABCR
248200	$Macular degeneration, juvenile$	ACHM1
248200	$Macular degeneration, juvenile$	ACHM3
248200	$Macular degeneration, juvenile$	ARMD2
248200	$Macular degeneration, juvenile$	CNGB3
248200	$Macular degeneration, juvenile$	CORD3
248200	$Macular degeneration, juvenile$	FFM
248200	$Macular degeneration, juvenile$	RP19
248200	$Macular degeneration, juvenile$	STGD1
248250	$Hypomagnesemia 3, renal$	CLDN16
248250	$Hypomagnesemia 3, renal$	HOMG3
248250	$Hypomagnesemia 3, renal$	PCLN1
248300	Meleda disease	MDM
248300	Meleda disease	SLURP1
248360	Malonyl-CoA decarboxylase deficiency	MCD
248360	Malonyl-CoA decarboxylase deficiency	MLYCD
248370	Mandibuloacral dysplasia	CMD1A
248370	Mandibuloacral dysplasia	EMD2
248370	Mandibuloacral dysplasia	FPLD2
248370	Mandibuloacral dysplasia	HGPS
248370	Mandibuloacral dysplasia	LGMD1B
248370	Mandibuloacral dysplasia	LMN1
248370	Mandibuloacral dysplasia	LMNA
248390	Treacher Collins syndrome 3	HLD11
248390	Treacher Collins syndrome 3	POLR1C
248390	Treacher Collins syndrome 3	RPA39
248390	Treacher Collins syndrome 3	RPA40
248390	Treacher Collins syndrome 3	RPA5
248390	Treacher Collins syndrome 3	RPAC1
248390	Treacher Collins syndrome 3	TCS3
248450	Manitoba oculotrichoanal syndrome	BNAR
248450	Manitoba oculotrichoanal syndrome	C9orf154
248450	Manitoba oculotrichoanal syndrome	FREM1
248450	Manitoba oculotrichoanal syndrome	MOTA
248450	Manitoba oculotrichoanal syndrome	TRIGNO2
248500	$Mannosidosis, alpha-, types I and II$	MAN2B1
248500	$Mannosidosis, alpha-, types I and II$	MANB
248510	$Mannosidosis, beta$	MANB1
248510	$Mannosidosis, beta$	MANBA
248600	$Maple syrup urine disease, type Ia$	BCATE2
248600	$Maple syrup urine disease, type Ia$	BCKDHA
248600	$Maple syrup urine disease, type Ia$	BCKDHB
248600	$Maple syrup urine disease, type Ia$	DBT
248600	$Maple syrup urine disease, type Ia$	E1B
248600	$Maple syrup urine disease, type Ia$	MSUD1
248700	Marden-Walker syndrome	DA3
248700	Marden-Walker syndrome	DA5
248700	Marden-Walker syndrome	DAIPT
248700	Marden-Walker syndrome	FAM38B
248700	Marden-Walker syndrome	MWKS
248700	Marden-Walker syndrome	PIEZO2
248800	Marinesco-Sjogren syndrome	BAP
248800	Marinesco-Sjogren syndrome	MSS
248800	Marinesco-Sjogren syndrome	SIL1
248900	Mast syndrome	ACP33
248900	Mast syndrome	MAST
248900	Mast syndrome	SPG21
249000	Meckel syndrome 1	BBS13
249000	Meckel syndrome 1	JBTS28
249000	Meckel syndrome 1	MKS
249000	Meckel syndrome 1	MKS1
249100	$Familial Mediterranean fever, AR$	FMF
249100	$Familial Mediterranean fever, AR$	MEF
249100	$Familial Mediterranean fever, AR$	MEFV
249270	Thiamine-responsive megaloblastic anemia syndrome	SLC19A2
249270	Thiamine-responsive megaloblastic anemia syndrome	THMD1
249270	Thiamine-responsive megaloblastic anemia syndrome	THTR1
249270	Thiamine-responsive megaloblastic anemia syndrome	TRMA
249400	$Neurocutaneous melanosis, somatic$	ALPS4
249400	$Neurocutaneous melanosis, somatic$	CMNS
249400	$Neurocutaneous melanosis, somatic$	NCMS
249400	$Neurocutaneous melanosis, somatic$	NRAS
249400	$Neurocutaneous melanosis, somatic$	NS6
249420	Frank-ter Haar syndrome	FTHS
249420	Frank-ter Haar syndrome	KIAA1295
249420	Frank-ter Haar syndrome	SH3PXD2B
249420	Frank-ter Haar syndrome	TKS4
249500	$Mental retardation, autosomal recessive 1$	BSSP3
249500	$Mental retardation, autosomal recessive 1$	MRT1
249500	$Mental retardation, autosomal recessive 1$	PRSS12
249700	Langer mesomelic dysplasia	GCFX
249700	Langer mesomelic dysplasia	PHOG
249700	Langer mesomelic dysplasia	SHOX
249700	Langer mesomelic dysplasia	SHOXY
249700	Langer mesomelic dysplasia	SS
249900	Metachromatic leukodystrophy due to SAP-b deficiency	PSAP
249900	Metachromatic leukodystrophy due to SAP-b deficiency	SAP1
25	Catarac	CCSSO
25	Catarac	CTRCT25
25	Catarac	MRT25
25	Catarac	SCA25
250100	Metachromatic leukodystrophy	ARSA
250220	$Spondylometaphyseal dysplasia, Sedaghatian type$	GPX4
250220	$Spondylometaphyseal dysplasia, Sedaghatian type$	SMDS
250250	Cartilage-hair hypoplasia	CHH
250250	Cartilage-hair hypoplasia	RMRP
250250	Cartilage-hair hypoplasia	RMRPR
250400	$Metaphyseal dysplasia, Spahr type$	CLG3
250400	$Metaphyseal dysplasia, Spahr type$	MANDP1
250400	$Metaphyseal dysplasia, Spahr type$	MDST
250400	$Metaphyseal dysplasia, Spahr type$	MMP13
250460	Metaphyseal dysplasia without hypotrichosis	CHH
250460	Metaphyseal dysplasia without hypotrichosis	RMRP
250460	Metaphyseal dysplasia without hypotrichosis	RMRPR
250620	3-hydroxyisobutryl-CoA hydrolase deficiency	HIBCH
250790	$Methemoglobinemia, type IV$	CYB5A
250790	$Methemoglobinemia, type IV$	MCB5
250800	$Methemoglobinemia, type II$	B5R
250800	$Methemoglobinemia, type II$	CYB5R3
250800	$Methemoglobinemia, type II$	DIA1
250850	$Methionine adenosyltransferase deficiency, autosomal recessive$	MAT1A
250850	$Methionine adenosyltransferase deficiency, autosomal recessive$	MATA1
250850	$Methionine adenosyltransferase deficiency, autosomal recessive$	SAMS1
250940	$Homocystinuria-megaloblastic anemia, cblG complementation type$	HMAG
250940	$Homocystinuria-megaloblastic anemia, cblG complementation type$	MTR
250950	$3-methylglutaconic aciduria, type I$	AUH
251000	$Methylmalonic aciduria, mut(0) type$	MCM
251000	$Methylmalonic aciduria, mut(0) type$	MUT
251100	$Methylmalonic aciduria, vitamin B12-responsive$	MMAA
251110	$Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type$	MMAB
251120	Methylmalonyl-CoA epimerase deficiency	MCEE
251200	$Microcephaly 1, primary, autosomal recessive$	MCPH1
251255	Jawad syndrome	JWDS
251255	Jawad syndrome	RBBP8
251255	Jawad syndrome	RIM
251255	Jawad syndrome	SCKL2
251260	Nijmegen breakage syndrome	NBN
251260	Nijmegen breakage syndrome	NBS1
251270	$Microcephaly and chorioretinopathy, autosomal recessive, 1$	GCP6
251270	$Microcephaly and chorioretinopathy, autosomal recessive, 1$	KIAA1669
251270	$Microcephaly and chorioretinopathy, autosomal recessive, 1$	MCCRP1
251270	$Microcephaly and chorioretinopathy, autosomal recessive, 1$	TUBGCP6
251290	Pseudo-TORCH syndrome 1	BLCPMG
251290	Pseudo-TORCH syndrome 1	OCLN
251290	Pseudo-TORCH syndrome 1	PTORCH1
251300	Galloway-Mowat syndrome	GAMOS
251300	Galloway-Mowat syndrome	HSPC264
251300	Galloway-Mowat syndrome	WDR73
251450	Desbuquois dysplasia 1	CANT1
251450	Desbuquois dysplasia 1	DBQD1
251450	Desbuquois dysplasia 1	SCAN1
251750	$Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma$	GLC3D
251750	$Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma$	LTBP2
251750	$Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma$	LTBP3
251750	$Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma$	MSPKA
251750	$Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma$	WMS3
251850	Microvillus inclusion disease	KIAA1119
251850	Microvillus inclusion disease	MYO5B
251880	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	DGK
251880	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	DGUOK
251880	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	MTDPS3
251880	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	NCPH
251880	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	PEOB4
251950	Mitochondrial myopathy with lactic acidosis	MMLA
251950	Mitochondrial myopathy with lactic acidosis	PNPLA8
252010	Mitochondrial complex I deficiency	AQDQ
252010	Mitochondrial complex I deficiency	B17.2L
252010	Mitochondrial complex I deficiency	C20orf7
252010	Mitochondrial complex I deficiency	C6orf66
252010	Mitochondrial complex I deficiency	CGI65
252010	Mitochondrial complex I deficiency	CIA30
252010	Mitochondrial complex I deficiency	FOXRED1
252010	Mitochondrial complex I deficiency	HRPAP20
252010	Mitochondrial complex I deficiency	IND1
252010	Mitochondrial complex I deficiency	LSDMCA3
252010	Mitochondrial complex I deficiency	MMTN
252010	Mitochondrial complex I deficiency	MWFE
252010	Mitochondrial complex I deficiency	NDUFA1
252010	Mitochondrial complex I deficiency	NDUFA11
252010	Mitochondrial complex I deficiency	NDUFA12L
252010	Mitochondrial complex I deficiency	NDUFAF1
252010	Mitochondrial complex I deficiency	NDUFAF2
252010	Mitochondrial complex I deficiency	NDUFAF3
252010	Mitochondrial complex I deficiency	NDUFAF4
252010	Mitochondrial complex I deficiency	NDUFAF5
252010	Mitochondrial complex I deficiency	NDUFB11
252010	Mitochondrial complex I deficiency	NDUFB3
252010	Mitochondrial complex I deficiency	NDUFB9
252010	Mitochondrial complex I deficiency	NDUFS1
252010	Mitochondrial complex I deficiency	NDUFS2
252010	Mitochondrial complex I deficiency	NDUFS3
252010	Mitochondrial complex I deficiency	NDUFS4
252010	Mitochondrial complex I deficiency	NDUFS6
252010	Mitochondrial complex I deficiency	NDUFV1
252010	Mitochondrial complex I deficiency	NDUFV2
252010	Mitochondrial complex I deficiency	NUBPL
252010	Mitochondrial complex I deficiency	TMEM126B
252010	Mitochondrial complex I deficiency	UQOR1
252010	Mitochondrial complex I deficiency	UQOR22
252011	Mitochondrial complex II deficiency	CMD1GG
252011	Mitochondrial complex II deficiency	CWS3
252011	Mitochondrial complex II deficiency	PGL1
252011	Mitochondrial complex II deficiency	PGL5
252011	Mitochondrial complex II deficiency	SDH1
252011	Mitochondrial complex II deficiency	SDHA
252011	Mitochondrial complex II deficiency	SDHAF1
252011	Mitochondrial complex II deficiency	SDHD
252011	Mitochondrial complex II deficiency	SDHF
252150	Molybdenum cofactor deficiency A	MOCODA
252150	Molybdenum cofactor deficiency A	MOCS1
252160	Molybdenum cofactor deficiency B	MOCODB
252160	Molybdenum cofactor deficiency B	MOCS2
252160	Molybdenum cofactor deficiency B	MPTS
252500	Mucolipidosis II alpha/beta	GNPTA
252500	Mucolipidosis II alpha/beta	GNPTAB
252600	Mucolipidosis III alpha/beta	GNPTA
252600	Mucolipidosis III alpha/beta	GNPTAB
252605	Mucolipidosis III gamma	GNPTAG
252650	Mucolipidosis IV	MCOLN1
252650	Mucolipidosis IV	ML4
252900	Mucopolysaccharidosis type IIIA (Sanfilippo A)	MPS3A
252900	Mucopolysaccharidosis type IIIA (Sanfilippo A)	SFMD
252900	Mucopolysaccharidosis type IIIA (Sanfilippo A)	SGSH
252920	Mucopolysaccharidosis type IIIB (Sanfilippo B)	CMT2V
252920	Mucopolysaccharidosis type IIIB (Sanfilippo B)	MPS3B
252920	Mucopolysaccharidosis type IIIB (Sanfilippo B)	NAGLU
252930	Mucopolysaccharidosis type IIIC (Sanfilippo C)	HGSNAT
252930	Mucopolysaccharidosis type IIIC (Sanfilippo C)	MPS3C
252930	Mucopolysaccharidosis type IIIC (Sanfilippo C)	RP73
252930	Mucopolysaccharidosis type IIIC (Sanfilippo C)	TMEM76
252940	Mucopolysaccharidosis type IIID	G6S
252940	Mucopolysaccharidosis type IIID	GNS
253000	Mucopolysaccharidosis IVA	GALNS
253000	Mucopolysaccharidosis IVA	MPS4A
253010	Mucopolysaccharidosis type IVB (Morquio)	GLB1
253010	Mucopolysaccharidosis type IVB (Morquio)	MPS4B
253200	Mucopolysaccharidosis type VI (Maroteaux-Lamy)	ARSB
253200	Mucopolysaccharidosis type VI (Maroteaux-Lamy)	MPS6
253220	Mucopolysaccharidosis VII	GUSB
253220	Mucopolysaccharidosis VII	MPS7
253250	Mulibrey nanism	KIAA0898
253250	Mulibrey nanism	MUL
253250	Mulibrey nanism	TRIM37
253260	Biotinidase deficiency	BTD
253270	Holocarboxylase synthetase deficiency	HCS
253270	Holocarboxylase synthetase deficiency	HLCS
253280	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3$	MDDGA3
253280	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3$	MDDGB3
253280	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3$	MDDGC3
253280	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3$	MEB
253280	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3$	POMGNT1
253280	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3$	RP76
253290	$Multiple pterygium syndrome, lethal type$	ACHRD
253290	$Multiple pterygium syndrome, lethal type$	ACHRG
253290	$Multiple pterygium syndrome, lethal type$	CHRNA1
253290	$Multiple pterygium syndrome, lethal type$	CHRND
253290	$Multiple pterygium syndrome, lethal type$	CHRNG
253290	$Multiple pterygium syndrome, lethal type$	CMS1A
253290	$Multiple pterygium syndrome, lethal type$	CMS1B
253290	$Multiple pterygium syndrome, lethal type$	CMS3A
253290	$Multiple pterygium syndrome, lethal type$	CMS3B
253290	$Multiple pterygium syndrome, lethal type$	CMS3C
253290	$Multiple pterygium syndrome, lethal type$	SCCMS
253300	Spinal muscular atrophy-1	SMA1
253300	Spinal muscular atrophy-1	SMA2
253300	Spinal muscular atrophy-1	SMA3
253300	Spinal muscular atrophy-1	SMA4
253300	Spinal muscular atrophy-1	SMN1
253310	Lethal congenital contracture syndrome 1	GLE1
253310	Lethal congenital contracture syndrome 1	GLE1L
253310	Lethal congenital contracture syndrome 1	LCCS
253310	Lethal congenital contracture syndrome 1	LCCS1
253400	$Spinal muscular atrophy, type III, modifier of$	SMA1
253400	$Spinal muscular atrophy, type III, modifier of$	SMA2
253400	$Spinal muscular atrophy, type III, modifier of$	SMA3
253400	$Spinal muscular atrophy, type III, modifier of$	SMA4
253400	$Spinal muscular atrophy, type III, modifier of$	SMN1
253400	$Spinal muscular atrophy, type III, modifier of$	SMN2
253550	Spinal muscular atrophy-2	SMA1
253550	Spinal muscular atrophy-2	SMA2
253550	Spinal muscular atrophy-2	SMA3
253550	Spinal muscular atrophy-2	SMA4
253550	Spinal muscular atrophy-2	SMN1
253600	$Muscular dystrophy, limb-girdle, type 2A$	CANP3
253600	$Muscular dystrophy, limb-girdle, type 2A$	CAPN3
253601	$Muscular dystrophy, limb-girdle, type 2B$	DYSF
253601	$Muscular dystrophy, limb-girdle, type 2B$	LGMD2B
253601	$Muscular dystrophy, limb-girdle, type 2B$	MMD1
253700	$Muscular dystrophy, limb-girdle, type 2C$	DMDA1
253700	$Muscular dystrophy, limb-girdle, type 2C$	LGMD2C
253700	$Muscular dystrophy, limb-girdle, type 2C$	SCG3
253700	$Muscular dystrophy, limb-girdle, type 2C$	SGCG
253800	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4$	CMD1X
253800	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4$	FCMD
253800	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4$	FKTN
253800	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4$	LGMD2M
253800	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4$	MDDGA4
253800	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4$	MDDGB4
253800	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4$	MDDGC4
254090	Ullrich congenital muscular dystrophy 1	BTHLM1
254090	Ullrich congenital muscular dystrophy 1	COL6A1
254090	Ullrich congenital muscular dystrophy 1	COL6A2
254090	Ullrich congenital muscular dystrophy 1	COL6A3
254090	Ullrich congenital muscular dystrophy 1	DYT27
254090	Ullrich congenital muscular dystrophy 1	UCHMD1
254090	Ullrich congenital muscular dystrophy 1	UCMD1
254110	$Muscular dystrophy, limb-girdle, type 2H$	BBS11
254110	$Muscular dystrophy, limb-girdle, type 2H$	HT2A
254110	$Muscular dystrophy, limb-girdle, type 2H$	LGMD2H
254110	$Muscular dystrophy, limb-girdle, type 2H$	TRIM32
254130	Miyoshi muscular dystrophy 1	DYSF
254130	Miyoshi muscular dystrophy 1	LGMD2B
254130	Miyoshi muscular dystrophy 1	MMD1
254210	$Myasthenic syndrome, congenital, 6, presynaptic$	CHAT
254210	$Myasthenic syndrome, congenital, 6, presynaptic$	CMS6
254300	$Myasthenic syndrome, congenital, 10$	C4orf25
254300	$Myasthenic syndrome, congenital, 10$	CMS10
254300	$Myasthenic syndrome, congenital, 10$	DOK7
254450	$Myelofibrosis, somatic$	CALR
254450	$Myelofibrosis, somatic$	JAK2
254450	$Myelofibrosis, somatic$	LNK
254450	$Myelofibrosis, somatic$	MPL
254450	$Myelofibrosis, somatic$	MPLV
254450	$Myelofibrosis, somatic$	SH2B3
254450	$Myelofibrosis, somatic$	SSA
254450	$Myelofibrosis, somatic$	THCYT2
254450	$Myelofibrosis, somatic$	THCYT3
254450	$Myelofibrosis, somatic$	TPOR
254500	$Multiple myeloma, resistance to$	BCL1
254500	$Multiple myeloma, resistance to$	CCND1
254500	$Multiple myeloma, resistance to$	LIG4
254500	$Multiple myeloma, resistance to$	LIG4S
254500	$Multiple myeloma, resistance to$	PRAD1
254600	Myeloperoxidase deficiency	MPO
254770	$Myoclonic epilepsy, juvenile, susceptibility to, 1$	EFHC1
254770	$Myoclonic epilepsy, juvenile, susceptibility to, 1$	EJA1
254770	$Myoclonic epilepsy, juvenile, susceptibility to, 1$	EJM1
254770	$Myoclonic epilepsy, juvenile, susceptibility to, 1$	FLJ10466
254770	$Myoclonic epilepsy, juvenile, susceptibility to, 1$	JAE
254780	$Epilepsy, progressive myoclonic 2A (Lafora)$	EPM2
254780	$Epilepsy, progressive myoclonic 2A (Lafora)$	EPM2A
254780	$Epilepsy, progressive myoclonic 2A (Lafora)$	EPM2B
254780	$Epilepsy, progressive myoclonic 2A (Lafora)$	MELF
254780	$Epilepsy, progressive myoclonic 2A (Lafora)$	NHLRC1
254800	$Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)$	CSTB
254800	$Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)$	EPM1
254800	$Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)$	EPM1A
254800	$Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)$	PME
254800	$Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)$	STFB
254800	$Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)$	ULD
254900	$Epilepsy, progressive myoclonic 4, with or without renal failure$	AMRF
254900	$Epilepsy, progressive myoclonic 4, with or without renal failure$	CD36L2
254900	$Epilepsy, progressive myoclonic 4, with or without renal failure$	EPM4
254900	$Epilepsy, progressive myoclonic 4, with or without renal failure$	LIMPII
254900	$Epilepsy, progressive myoclonic 4, with or without renal failure$	SCARB2
255100	Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency	FADS
255100	Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency	FLAD1
255100	Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency	LSMFLAD
255110	$CPT II deficiency, myopathic, stress-induced$	CPT2
255110	$CPT II deficiency, myopathic, stress-induced$	IIAE4
255120	$CPT deficiency, hepatic, type IA$	CPT1A
255125	$Myopathy with lactic acidosis, hereditary$	HML
255125	$Myopathy with lactic acidosis, hereditary$	ISCU
255160	$Myopathy, myosin storage, autosomal recessive$	CMD1S
255160	$Myopathy, myosin storage, autosomal recessive$	CMH1
255160	$Myopathy, myosin storage, autosomal recessive$	MPD1
255160	$Myopathy, myosin storage, autosomal recessive$	MYH7
255160	$Myopathy, myosin storage, autosomal recessive$	SPMD
255160	$Myopathy, myosin storage, autosomal recessive$	SPMM
255200	$Myopathy, centronuclear, autosomal recessive$	AMPHL
255200	$Myopathy, centronuclear, autosomal recessive$	BIN1
255310	$Myopathy, congenital, with fiber-type disproportion 1$	ACTA1
255310	$Myopathy, congenital, with fiber-type disproportion 1$	ASMA
255310	$Myopathy, congenital, with fiber-type disproportion 1$	CAPM1
255310	$Myopathy, congenital, with fiber-type disproportion 1$	CFTD
255310	$Myopathy, congenital, with fiber-type disproportion 1$	CFTD1
255310	$Myopathy, congenital, with fiber-type disproportion 1$	NEM1
255310	$Myopathy, congenital, with fiber-type disproportion 1$	NEM3
255310	$Myopathy, congenital, with fiber-type disproportion 1$	RSMD1
255310	$Myopathy, congenital, with fiber-type disproportion 1$	SELENON
255310	$Myopathy, congenital, with fiber-type disproportion 1$	SELN
255310	$Myopathy, congenital, with fiber-type disproportion 1$	SEPN1
255310	$Myopathy, congenital, with fiber-type disproportion 1$	SHPM
255310	$Myopathy, congenital, with fiber-type disproportion 1$	TPM3
255320	Minicore myopathy with external ophthalmoplegia	CCO
255320	Minicore myopathy with external ophthalmoplegia	MHS
255320	Minicore myopathy with external ophthalmoplegia	RYR1
255600	$Myosclerosis, congenital$	BTHLM1
255600	$Myosclerosis, congenital$	COL6A2
255600	$Myosclerosis, congenital$	UCMD1
255700	$Myotonia congenita, recessive$	CLCN1
255800	$Schwartz-Jampel syndrome, type 1$	HSPG2
255800	$Schwartz-Jampel syndrome, type 1$	PLC
