disease_OMIM_ID	disease_name
245590	Growth hormone insensitivity with immunodeficiency
245600	$Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects$
245660	Laryngoonychocutaneous syndrome
245800	Laurence-Moon syndrome
245900	Norum disease
246200	Leprechaunism
246300	$Leprosy, susceptibility to$
246450	HMG-CoA lyase deficiency
246650	$Lipase deficiency, combined$
246700	Chylomicron retention disease
246900	Dihydrolipoamide dehydrogenase deficiency
247100	Urbach-Wiethe disease
247420	$[Blood group, Lutheran null]$
248000	$Macrocephaly/megalencephaly syndrome, autosomal recessive$
248190	$Hypomagnesemia 5, renal, with ocular involvement$
248200	$Macular degeneration, juvenile$
248250	$Hypomagnesemia 3, renal$
248300	Meleda disease
248360	Malonyl-CoA decarboxylase deficiency
248370	Mandibuloacral dysplasia
248390	Treacher Collins syndrome 3
248450	Manitoba oculotrichoanal syndrome
248500	$Mannosidosis, alpha-, types I and II$
248510	$Mannosidosis, beta$
248600	$Maple syrup urine disease, type Ia$
248700	Marden-Walker syndrome
248800	Marinesco-Sjogren syndrome
248900	Mast syndrome
249000	Meckel syndrome 1
249100	$Familial Mediterranean fever, AR$
249270	Thiamine-responsive megaloblastic anemia syndrome
249400	$Neurocutaneous melanosis, somatic$
249420	Frank-ter Haar syndrome
249500	$Mental retardation, autosomal recessive 1$
249700	Langer mesomelic dysplasia
249900	Metachromatic leukodystrophy due to SAP-b deficiency
25	Catarac
250100	Metachromatic leukodystrophy
250220	$Spondylometaphyseal dysplasia, Sedaghatian type$
250250	Cartilage-hair hypoplasia
250400	$Metaphyseal dysplasia, Spahr type$
250460	Metaphyseal dysplasia without hypotrichosis
250620	3-hydroxyisobutryl-CoA hydrolase deficiency
250790	$Methemoglobinemia, type IV$
250800	$Methemoglobinemia, type II$
250850	$Methionine adenosyltransferase deficiency, autosomal recessive$
250940	$Homocystinuria-megaloblastic anemia, cblG complementation type$
250950	$3-methylglutaconic aciduria, type I$
251000	$Methylmalonic aciduria, mut(0) type$
251100	$Methylmalonic aciduria, vitamin B12-responsive$
251110	$Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type$
251120	Methylmalonyl-CoA epimerase deficiency
251200	$Microcephaly 1, primary, autosomal recessive$
251255	Jawad syndrome
251260	Nijmegen breakage syndrome
251270	$Microcephaly and chorioretinopathy, autosomal recessive, 1$
251290	Pseudo-TORCH syndrome 1
251300	Galloway-Mowat syndrome
251450	Desbuquois dysplasia 1
251750	$Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma$
251850	Microvillus inclusion disease
251880	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)
251950	Mitochondrial myopathy with lactic acidosis
252010	Mitochondrial complex I deficiency
252011	Mitochondrial complex II deficiency
252150	Molybdenum cofactor deficiency A
252160	Molybdenum cofactor deficiency B
252500	Mucolipidosis II alpha/beta
252600	Mucolipidosis III alpha/beta
252605	Mucolipidosis III gamma
252650	Mucolipidosis IV
252900	Mucopolysaccharidosis type IIIA (Sanfilippo A)
252920	Mucopolysaccharidosis type IIIB (Sanfilippo B)
252930	Mucopolysaccharidosis type IIIC (Sanfilippo C)
252940	Mucopolysaccharidosis type IIID
253000	Mucopolysaccharidosis IVA
253010	Mucopolysaccharidosis type IVB (Morquio)
253200	Mucopolysaccharidosis type VI (Maroteaux-Lamy)
253220	Mucopolysaccharidosis VII
253250	Mulibrey nanism
253260	Biotinidase deficiency
253270	Holocarboxylase synthetase deficiency
253280	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3$
253290	$Multiple pterygium syndrome, lethal type$
253300	Spinal muscular atrophy-1
253310	Lethal congenital contracture syndrome 1
253400	$Spinal muscular atrophy, type III, modifier of$
253550	Spinal muscular atrophy-2
253600	$Muscular dystrophy, limb-girdle, type 2A$
253601	$Muscular dystrophy, limb-girdle, type 2B$
253700	$Muscular dystrophy, limb-girdle, type 2C$
253800	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4$
254090	Ullrich congenital muscular dystrophy 1
254110	$Muscular dystrophy, limb-girdle, type 2H$
254130	Miyoshi muscular dystrophy 1
254210	$Myasthenic syndrome, congenital, 6, presynaptic$
254300	$Myasthenic syndrome, congenital, 10$
254450	$Myelofibrosis, somatic$
254500	$Multiple myeloma, resistance to$
254600	Myeloperoxidase deficiency
254770	$Myoclonic epilepsy, juvenile, susceptibility to, 1$
254780	$Epilepsy, progressive myoclonic 2A (Lafora)$
254800	$Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)$
254900	$Epilepsy, progressive myoclonic 4, with or without renal failure$
255100	Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency
255110	$CPT II deficiency, myopathic, stress-induced$
255120	$CPT deficiency, hepatic, type IA$
255125	$Myopathy with lactic acidosis, hereditary$
255160	$Myopathy, myosin storage, autosomal recessive$
255200	$Myopathy, centronuclear, autosomal recessive$
255310	$Myopathy, congenital, with fiber-type disproportion 1$
255320	Minicore myopathy with external ophthalmoplegia
255600	$Myosclerosis, congenital$
255700	$Myotonia congenita, recessive$
255800	$Schwartz-Jampel syndrome, type 1$
255960	$Myxoma, intracardiac$
255995	Native American myopathy
256000	Leigh syndrome
256030	$Nemaline myopathy 2, autosomal recessive$
256040	$Autoinflammation, lipodystrophy, and dermatosis syndrome$
256050	De la Chapelle dysplasia
256100	$Nephronophthisis 1, juvenile$
256300	$Nephrotic syndrome, type 1$
256370	$Nephrotic syndrome, type 4$
256450	$Hyperinsulinemic hypoglycemia, familial, 1$
256500	Netherton syndrome
256520	Neu-Laxova syndrome 1
256540	Galactosialidosis
256550	$Sialidosis, type II$
256600	Infantile neuroaxonal dystrophy 1
256700	Neuroblastoma
256730	$Ceroid lipofuscinosis, neuronal, 1$
256731	$Ceroid lipofuscinosis, neuronal, 5$
256800	$Insensitivity to pain, congenital, with anhidrosis$
256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)
256840	$Neuropathy, hereditary sensory, with spastic paraplegia$
256850	Giant axonal neuropathy-1
257200	$Niemann-Pick disease, type A$
257220	$Niemann-Pick disease, type D$
257270	$Night blindness, congenital stationary (complete), 1B, autosomal recessive$
257300	Mosaic variegated aneuploidy syndrome 1
257320	Lissencephaly 2 (Norman-Roberts type)
257850	$Oculodentodigital dysplasia, autosomal recessive$
257920	3MC syndrome 1
257980	Odontoonychodermal dysplasia
258100	Oguchi disease-1
258315	Omodysplasia 1
258450	$Progressive external ophthalmoplegia, autosomal recessive 1$
258480	Opsismodysplasia
258501	$3-methylglutaconic aciduria, type III$
258660	$Nonarteritic anterior ischemic optic neuropathy, susceptibility to$
258860	Orofaciodigital syndrome IV
258870	Gyrate atrophy of choroid and retina with or without ornithinemia
258900	Orotic aciduria
259050	Primrose syndrome
259100	$Hypertrophic osteoarthropathy, primary, autosomal recessive 1$
259420	$Osteogenesis imperfecta, type III$
259440	$Osteogenesis imperfecta, type IX$
259450	Bruck syndrome 1
259500	$Osteosarcoma, somatic$
259600	$Multicentric osteolysis, nodulosis, and arthropathy$
259700	$Osteopetrosis, autosomal recessive 1$
259710	$Osteopetrosis, autosomal recessive 2$
259720	$Osteopetrosis, autosomal recessive 5$
259730	$Osteopetrosis, autosomal recessive 3, with renal tubular acidosis$
259770	Osteoporosis-pseudoglioma syndrome
259775	Raine syndrome
259900	$Hyperoxaluria, primary, type 1$
26	$Cardiomyopathy, familial hypertrophic$
260000	$Hyperoxaluria, primary, type II$
260005	5-oxoprolinase deficiency
260300	$Parkinson disease 15, autosomal recessive$
260350	Pancreatic cancer
260370	Pancreatic agenesis 1
260400	Shwachman-Diamond syndrome
260500	Choroid plexus papilloma
260540	$Supranuclear palsy, progressive atypical$
260565	PEHO syndrome
260600	$Leukodystrophy, hypomyelinating, 3$
260660	Cousin syndrome
260800	[Pentosuria]
260920	Hyper-IgD syndrome
261000	Intrinsic factor deficiency
261100	$Megaloblastic anemia-1, Norwegian type$
261500	[Eosinophil peroxidase deficiency]
261515	D-bifunctional protein deficiency
261540	Peters-plus syndrome
261550	$Persistent Mullerian duct syndrome, type I$
261600	$[Hyperphenylalaninemia, non-PKU mild]$
261630	$Hyperphenylalaninemia, BH4-deficient, C$
261640	$Hyperphenylalaninemia, BH4-deficient, A$
261650	$PEPCK deficiency, mitochondrial$
261670	Glycogen storage disease X
261680	$Phosphoenolpyruvate carboxykinase-1, cytosolic, deficiency$
261740	$Glycogen storage disease of heart, lethal congenital$
261750	$Phosphorylase kinase deficiency of liver and muscle, autosomal recessive$
262000	Bjornstad syndrome
262190	Rabson-Mendenhall syndrome
262300	Achromatopsia 3
262400	$Growth hormone deficiency, isolated, type IA$
262500	Laron dwarfism
262600	$Pituitary hormone deficiency, combined, 2$
262650	Kowarski syndrome
262700	$Pituitary hormone deficiency, combined, 4$
262850	Alpha-2-plasmin inhibitor deficiency
262890	Scott syndrome
263200	Polycystic kidney and hepatic disease
263210	Gillessen-Kaesbach-Nishimura syndrome
263300	$Polycythemia vera, somatic$
263400	$Erythrocytosis, familial, 2$
263520	Short-rib thoracic dysplasia 6 with or without polydactyly
263570	$Polyglucosan body disease, adult form$
263650	$Popliteal pterygium syndrome, Bartsocas-Papas type$
263700	$Porphyria, congenital erythropoietic$
263750	Miller syndrome
263800	Gitelman syndrome
264070	$Hyperphenylalaninemia, BH4-deficient, D$
264080	Progesterone resistance
264300	$Pseudohermaphroditism, male, with gynecomastia$
264350	$Pseudohypoaldosteronism, type I$
264470	Peroxisomal acyl-CoA oxidase deficiency
264600	Pseudovaginal perineoscrotal hypospadias
264700	$Vitamin D-dependent rickets, type I$
264800	$Pseudoxanthoma elasticum, modifier of severity of$
265000	Escobar syndrome
265050	3MC syndrome 2
265100	Pulmonary alveolar microlithiasis
265120	$Surfactant metabolism dysfunction, pulmonary, 1$
265380	Alveolar capillary dysplasia with misalignment of pulmonary veins
265450	Pulmonary venoocclusive disease 1
265800	Pycnodysostosis
265900	Pyle disease
266100	$Epilepsy, pyridoxine-dependent$
266120	$Anemia, hemolytic, due to UMPH1 deficiency$
266130	Glutathione synthetase deficiency
266140	Pyropoikilocytosis
266150	Pyruvate carboxylase deficiency
266200	Pyruvate kinase deficiency
266265	$Congenital disorder of glycosylation, type IIc$
266280	RAPADILINO syndrome
266300	UV-induced skin damage
266500	Refsum disease
266510	Peroxisome biogenesis disorder 3B
266600	$Inflammatory bowel disease 1, Crohn disease$
266900	Senior-Loken syndrome-1
266920	Short-rib thoracic dysplasia 9 with or without polydactyly
267000	Perlman syndrome
267010	Meckel syndrome 7
267300	Renal tubular acidosis with deafness
267430	Renal tubular dysgenesis
267500	Reticular dysgenesis
267750	$Knobloch syndrome, type 1$
268100	Enhanced S-cone syndrome
268130	Revesz syndrome
268150	$Anemia, hemolytic, Rh-null, regulator type$
268200	$Myoglobinuria, acute recurrent, autosomal recessive$
268210	$Rhabdomyosarcoma, somatic$
268220	$Rhabdomyosarcoma, alveolar$
268300	Roberts syndrome
268305	Robin sequence with cleft mandible and limb anomalies
268310	$Robinow syndrome, autosomal recessive$
268400	Rothmund-Thomson syndrome
268700	Saccharopinuria
268800	$Sandhoff disease, infantile, juvenile, and adult forms$
268900	[Sarcosinemia]
269000	SC phocomelia syndrome
269150	Schinzel-Giedion midface retraction syndrome
269160	Schizencephaly
269250	Schneckenbecken dysplasia
269400	$Anterior segment dysgenesis 7, with sclerocornea$
269500	Sclerosteosis 1
269600	Sea-blue histiocyte disease
269700	$Lipodystrophy, congenital generalized, type 2$
269840	Immunodeficiency 48
269880	SHORT syndrome
269920	$Sialic acid storage disorder, infantile$
269921	Sialuria
27	$Deafness, autosomal dominan$
270100	$Heterotaxy, visceral, 5$
270200	Sjogren-Larsson syndrome
270300	Peeling skin syndrome 1
270400	Smith-Lemli-Opitz syndrome
270420	$Diarrhea 3, secretory sodium, congenital, syndromic$
270450	$Insulin-like growth factor I, resistance to$
270550	$Spastic ataxia, Charlevoix-Saguenay type$
270685	Silver spastic paraplegia syndrome
270700	$Spastic paraplegia 15, autosomal recessive$
270750	Spastic paraplegia 23
270800	$Spastic paraplegia 5A, autosomal recessive$
270960	$Pregnancy loss, recurrent, 4$
270970	$Spherocytosis, type 3$
271150	Spinal muscular atrophy-4
271245	Mitochondrial DNA depletion syndrome 7 (hepatocerebral type)
271400	$Asplenia, isolated congenital$
271640	$Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures$
271665	$Spondylometaepiphyseal dysplasia, short limb-hand type$
271700	Spondyloperipheral dysplasia
271900	Canavan disease
271930	$Striatonigral degeneration, infantile$
271980	Succinic semialdehyde dehydrogenase deficiency
272120	$Sudden infant death syndrome, susceptibility to$
272200	Multiple sulfatase deficiency
272300	Sulfite oxidase deficiency
272430	Cold-induced sweating syndrome 1
272440	Filippi syndrome
272460	Spondylocarpotarsal synostosis syndrome
272750	$GM2-gangliosidosis, AB variant$
272800	[Hex A pseudodeficiency]
273300	$Testicular tumor, somatic$
273395	Tetra-amelia syndrome
273750	3-M syndrome 1
273800	Glanzmann thrombasthenia
274000	Thrombocytopenia-absent radius syndrome
274150	$Thrombotic thrombocytopenic purpura, familial$
274270	5-fluorouracil toxicity
274300	$Thyroid hormone resistance, autosomal recessive$
274400	Thyroid dyshormonogenesis 1
274500	Thyroid dyshormonogenesis 2A
274600	Pendred syndrome
274700	Thyroid dyshormonogenesis 3
274800	Thyroid dyshormonogenesis 4
274900	Thyroid dyshormonogenesis 5
275100	$Hypothryoidism, congenital, nongoitrous 4$
275120	Thyrotropin-releasing hormone deficiency
275200	$Hypothyroidism, congenital, nongoitrous,$
275210	$Restrictive dermopathy, lethal$
275350	Transcobalamin II deficiency
275355	$Squamous cell carcinoma, head and neck, somatic$
275400	Oliver-McFarlane syndrome
275630	Chanarin-Dorfman syndrome
275900	Troyer syndrome
276300	Mismatch repair cancer syndrome
276400	Ovarian response to FSH stimulation
276600	$Tyrosinemia, type II$
276700	$Tyrosinemia, type I$
276710	$Tyrosinemia, type III$
276820	$Ulna and fibula, absence of, with severe limb deficiency$
276880	Urocanase deficiency
276900	$Usher syndrome, type 1B$
276901	$Retinal disease in Usher syndrome type IIA, modifier of$
276902	$Usher syndrome, type 3A$
276904	$Usher syndrome, type 1C$
276950	VATER association with macrocephaly and ventriculomegaly
277170	Orofaciodigital syndrome VI
277180	Congenital bilateral absence of vas deferens
277300	$Spondylocostal dysostosis 1, autosomal recessive$
277380	$Methylmalonic aciduria and homocystinuria, cblF type$
277400	$Methylmalonic aciduria and homocystinuria, cblC type$
277410	$Methylmalonic aciduria and homocystinuria, cblD type$
277440	$Rickets, vitamin D-resistant, type IIA$
277450	$Vitamin K-dependent clotting factors, combined deficiency of, 1$
277460	Ataxia with isolated vitamin E deficiency
277470	Pontocerebellar hypoplasia type 2A
277480	$von Willibrand disease, type 3$
277580	$Waardenburg syndrome, type 4A$
277590	Weaver syndrome
277600	$Weill-Marchesani syndrome 1, recessive$
277610	Weissenbacher-Zweymuller syndrome
277700	Werner syndrome
277900	Wilson disease
277950	Winchester syndrome
278000	Cholesteryl ester storage disease
278150	$Woolly hair, autosomal recessive 1, with or without hypotrichosis$
278250	Wrinkly skin syndrome
278300	$Xanthinuria, type I$
278700	$Xeroderma pigmentosum, group A$
278720	$Xeroderma pigmentosum, group C$
278730	$Xeroderma pigmentosum, group D$
278740	$Xeroderma pigmentosum, group E, DDB-negative subtype$
278750	$Xeroderma pigmentosum, variant type$
278760	$Xeroderma pigmentosum, type F/Cockayne syndrome$
278780	$Xeroderma pigmentosum, group G/Cockayne syndrome$
278800	De Sanctis-Cacchione syndrome
28	$Mental retardation, autosomal recessiv$
280000	CHIME syndrome
29	Retinitis pigmentos
3	46XX sex reversa
30	$Deafness, autosomal dominan$
300000	$Opitz GBBB syndrome, type I$
300004	Proud syndrome
300009	Dent disease
300018	$46XY sex reversal 2, dosage-sensitive$
300029	Retinitis pigmentosa 3
300048	Congenital short bowel syndrome
300049	$Heterotopia, periventricular$
300055	$Mental retardation, X-linked, syndromic 13$
300066	$Deafness, X-linked 4$
300067	$Subcortical laminal heteropia, X-linked$
300068	Androgen insensitivity
300071	$Night blindness, congenital stationary (incomplete), 2A, X-linked$
300087	$X-inactivation, familial skewed$
300088	$Epileptic encephalopathy, early infantile, 9$
300100	$Adrenomyeloneuropathy, adult$
300106	$Spondyloepimetaphyseal dysplasia, X-linked$
300114	$Mental retardation, X-linked 49/15$
300123	$Mental retardation, X-linked, with isolated growth hormone deficiency$
300143	$Mental retardation, X-linked 21/34$
300166	$Microphthalmia, syndromic 2$
300200	$Adrenal hypoplasia, congenital$
300209	$Simpson-Golabi-Behmel syndrome, type 2$
300210	$Mental retardation, X-linked 58$
300215	Hydranencephaly with abnormal genitalia
300220	$Mental retardation, X-linked syndromic 10$
300238	$Mental retardation, X-linked, syndromic 11, Shashi type$
300243	$Mental retardation, X-linked syndromic, Christianson type$
300244	Terminal osseous dysplasia
300257	Danon disease
300260	$Mental retardation, X-linked syndromic, Lubs type$
300263	$Mental retardation syndrome, X-linked, Siderius type$
300271	$Mental retardation, X-linked 72$
300291	$Ectodermal dysplasia, hypohidrotic, with immune deficiency$
300299	$Neutropenia, severe congenital, X-linked$
300301	$Ectodermal, dysplasia, anhidrotic, lymphedema and immunodeficiency$
300306	$Obesity, susceptibility to, BMIQ11$
300321	FG syndrome 2
300322	Lesch-Nyhan syndrome
300323	HPRT-related gout
300352	Cerebral creatine deficiency syndrome 1
300354	$Mental retardation, X-linked, syndromic 15 (Cabezas type)$
300367	$Thrombocytopenia, X-linked, with or without dyserythropoietic anemia$
300373	Osteopathia striata with cranial sclerosis
300376	Becker muscular dystrophy
300387	$Mental retardation, X-linked 63$
300400	$Severe combined immunodeficiency, X-linked$
300419	$Mental retardation, X-linked 29 and others$
300422	$Mental retardation, with or without nystagmus$
300423	$Mental retardation, X-linked, syndromic, Hedera type$
300424	Retinitis pigmentosa 23
300425	$Autism susceptibility, X-linked 1$
300434	Stocco dos Santos X-linked mental retardation syndrome
300436	$Mental retardation, X-linked 46$
300438	17-beta-hydroxysteroid dehydrogenase X deficiency
300448	$Alpha-thalassemia myelodysplasia syndrome, somatic$
300455	$Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness$
300472	$Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia$
300475	$Deafness, dystonia, and cerebral hypomyelination$
300476	$Cone-rod dystrophy, X-linked, 3$
300486	$Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance$
300489	$Spinal muscular atrophy, distal, X-linked 3$
300491	$Epilepsy, X-linked, with variable learning disabilities and behavior disorders$
300494	$Asperger syndrome susceptibility, X-linked 1$
300495	$Mental retardation, X-linked$
300496	$Autism susceptibility, X-linked 3$
300497	$Asperger syndrome susceptibility, X-linked 2$
300500	$Ocular albinism, type I, Nettleship-Falls type$
300510	Premature ovarian failure 4
300511	Premature ovarian failure
300514	$Fanconi anemia, complementation group B$
300523	Allan-Herndon-Dudley syndrome
300534	$Mental retardation, X-linked, syndromic, Claes-Jensen type$
300539	Nephrogenic syndrome of inappropriate antidiuresis
300554	Hypophosphatemic rickets
300555	Dent disease 2
300558	$Mental retardation, X-linked 30/47$
300559	Muscle glycogenosis
300577	$Mental retardation, X-linked 91$
300582	$Short stature, idiopathic familial$
300584	$Immunodeficiency, isolated$
300590	Cornelia de Lange syndrome 2
300600	Aland Island eye disease
300604	Premature ovarian failure 2B
300607	$Epileptic encephalopathy, early infantile, 8$
300614	$Deafness, X-linked 5$
300615	Antisocial behavior
300622	$Tn polyagglutination syndrome, somatic$
300623	Fragile X tremor/ataxia syndrome
300624	Fragile X syndrome
300633	$Hypospadias 1, X-linked$
300635	$Lymphoproliferative syndrome, X-linked, 2$
300636	Immunodeficiency 33
300640	$Invasive pneumococcal disease, recurrent isolated, 2$
300643	$Rolandic epilepsy, mental retardation, and speech dyspraxia$
300645	$Immunodeficiency 34, mycobacteriosis, X-linked$
300653	Phosphoglycerate kinase 1 deficiency
300659	$Mental retardation, X-linked 93$
300661	Phosphoribosylpyrophosphate synthetase superactivity
300672	$Epileptic encephalopathy, early infantile, 2$
300673	$Encephalopathy, neonatal severe$
300676	$Mental retardation, X-linked, syndromic 14$
300695	$Scapuloperoneal myopathy, X-linked dominant$
300696	$Emery-Dreifuss muscular dystrophy 6, X-linked$
300699	$Mental retardation, X-linked 94$
300706	$Mental retardation, X-linked syndromic, Turner type$
300707	STAR syndrome
300717	$Reducing body myopathy, X-linked 1a, severe, infantile or early childhood onset$
300718	$Reducing body myopathy, X-linked 1b, with late childhood or adult onset$
300749	Mental retardation and microcephaly with pontine and cerebellar hypoplasia
300751	$Anemia, sideroblastic, 1$
300752	$Protoporphyria, erythropoietic, X-linked$
300755	$Agammaglobulinemia, X-linked 1$
300758	$Hypospadias 2, X-linked$
300770	$Surfactant metabolism dysfunction, pulmonary, 4$
300799	$Mental retardation, X-linked syndromic, Raymond type$
300802	$Mental retardation, X-linked 96$
300803	$Mental retardation, X-linked 97$
300804	Joubert syndrome 10
300807	$Deep venous thrombosis, protection against$
300813	$Sarcoma, synovial$
300814	$Nystagmus 6, congenital, X-linked$
300816	Combined oxidative phosphorylation deficiency 6
300818	$Paroxysmal nocturnal hemoglobinuria, somatic$
300830	$Autism, susceptibility to, X-linked 4$
300831	CK syndrome
300834	$Macular degeneration, X-linked atrophic$
300835	$Anemia, X-linked, with/without neutropenia and/or platelet abnormalities$
300842	McLeod syndrome with or without chronic granulomatous disease
300844	$Mental retardation, X-linked 19$
300847	$Autism, susceptibility to, X-linked 5$
300849	$Mental retardation, X-linked 41$
300850	$Mental retardation, X-linked 90$
300853	$Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia$
300854	$Renal cell carcinoma, papillary, 1$
300855	Ogden syndrome
300857	$Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia$
300860	$Mental retardation, X-linked syndromic, Nascimento-type$
300863	$Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia$
300867	Kabuki syndrome 2
300868	Multiple congenital anomalies-hypotonia-seizures syndrome 2
300872	$Autism, susceptibility to, X-linked 6$
300882	Cornelia de Lange syndrome 5
300884	$Congenital disorder of glycosylation, type Is$
300886	$Mental retardation, X-linked, syndromic 32$
300887	Linear skin defects with multiple congenital anomalies 2
300888	$Hypothyroidism, central, and testicular enlargement$
300894	Neurodegeneration with brain iron accumulation 5
300895	$Ohdo syndrome, X-linked$
300896	$Congenital disorder of glycosylation, type IIm$
300905	$Charcot-Marie-Tooth disease, X-linked dominant, 6$
300908	Hemolytic anemia due to G6PD deficiency
300909	$Angioedema induced by ACE inhibitors, susceptibility to$
300910	$Bone mineral density QTL18, osteoporosis$
300911	$Parkinsonism with spasticity, X-linked$
300912	$Mental retardation, X-linked 98$
300914	$Deafness, X-linked 6$
300915	$Microphthalmia, syndromic 13$
300918	$Olmsted syndrome, X-linked$
300919	$Mental retardation, X-linked 99$
300923	$Mental retardation, X-linked 100$
300928	$Mental retardation, X-linked 101$
300932	[Thyroxine-binding globulin QTL]
300934	$Congenital disorder of glycosylation, type Iy$
300943	$Pituitary adenoma, growth hormone-secreting 2$
300946	Diamond-Blackfan anemia 14 with mandibulofacial dysostosis
300952	Linear skin defects with multiple congenital anomalies 3
300953	$Trichothiodystrophy 5, nonphotosensitive$
300957	$Mental retardation, X-linked 12/35$
300958	$Mental retardation, X-linked 102$
300960	MEND syndrome
300963	Ritscher-Schinzel syndrome 2
300966	$Mental retardation, X-linked, syndromic 33$
300967	$Mental retardation, X-linked, syndromic 34$
300968	$Mental retardation, X-linked 99, syndromic, female-restricted$
300971	$Bartter syndrome, type 5, antenatal, transient$
300972	Immunodeficiency 47
300978	$Mental retardation, X-linked 61$
300982	$Mental retardation, X-linked 103$
300983	$Mental retardation, X-linked 104$
300984	Mental retardation 105
300985	$Vas deferens, congenital bilateral aplasia of, X-linked$
300986	$Mental retardation, X-linked, syndromic, Bain type$
300987	$Mental retardation, X-linked, syndromic, Borck type$
300988	Immunodeficiency 50
300989	Meester-Loeys syndrome
300990	$Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis$
300991	$Ciliary dyskinesia, primary, 36, X-linked$
301000	Wiskott-Aldrich syndrome
301040	Alpha-thalassemia/mental retardation syndrome
301050	Alport syndrome
301200	$Amelogenesis imperfecta, type 1E$
301220	$Pigmentary disorder, reticulate, with systemic manifestations, X-linked$
301310	$Anemia, sideroblastic, with ataxia$
301500	$Fabry disease, cardiac variant$
301830	$Spinal muscular atrophy, X-linked 2, infantile$
301835	Arts syndrome
301900	Borjeson-Forssman-Lehmann syndrome
302045	$Cardiomyopathy, dilated, 3B$
302060	Barth syndrome
302200	$Cataract 40, X-linked$
302350	Nance-Horan syndrome
302500	$Spinocerebellar ataxia, X-linked 1$
302800	$Charcot-Marie-Tooth neuropathy, X-linked dominant, 1$
302905	Abruzzo-Erickson syndrome
302950	$Chondrodysplasia punctata, X-linked recessive$
302960	$Chondrodysplasia punctata, X-linked dominant$
303100	Choroideremia
303350	CRASH syndrome
303400	Cleft palate with ankyloglossia
303600	Coffin-Lowry syndrome
303700	Blue cone monochromacy
303800	$Colorblindness, deutan$
303900	$Colorblindness, protan$
304020	$Cone-rod dystrophy, X-linked, 1$
304100	$Corpus callosum, partial agenesis of$
304110	Craniofrontonasal dysplasia
304120	$Otopalatodigital syndrome, type II$
304150	Occipital horn syndrome
304340	$Mental retardation, X-linked syndromic 5$
304400	$Deafness, X-linked 2$
304500	$Deafness, X-linked 1$
304700	Mohr-Tranebjaerg syndrome
304790	$Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked$
304800	$Diabetes insipidus, nephrogenic$
305000	$Dyskeratosis congenita, X-linked$
305100	$Ectodermal dysplasia 1, hypohidrotic, X-linked$
305390	$Exudative vitreoretinopathy 2, X-linked$
305400	$Mental retardation, X-linked syndromic 16$
305450	Opitz-Kaveggia syndrome
305600	Focal dermal hypoplasia
305620	Frontometaphyseal dysplasia 1
306000	$Glycogen storage disease, type IXa2$
306400	$Chronic granulomatous disease, X-linked$
306700	Hemophilia A
306900	Hemophilia B
306955	$Congenital heart defects, nonsyndromic, 1, X-linked$
307000	Hydrocephalus with congenital idiopathic intestinal pseudoobstruction
307030	Glycerol kinase deficiency
307200	Agammaglobulinemia and isolated hormone deficiency
307800	$Hypophosphatemic rickets, X-linked dominant$
308050	CHILD syndrome
308100	$Ichthyosis, X-linked$
308205	IFAP syndrome with or without BRESHECK syndrome
308230	$Immunodeficiency, X-linked, with hyper-IgM$
308240	$Lymphoproliferative syndrome, X-linked, 1$
308300	Incontinentia pigmenti
308350	$Epileptic encephalopathy, early infantile, 1$
308700	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1)
308800	$Keratosis follicularis spinulosa decalvans, X-linked$
308990	$Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis$
309000	Lowe syndrome
309120	$Spermatogenic failure, X-linked, 2$
309300	$Megalocornea 1, X-linke$
309350	Melnick-Needles syndrome
309400	Menkes disease
309500	Renpenning syndrome
309510	Partington syndrome
309520	Lujan-Fryns syndrome
309530	$Mental retardation, X-linked 1/78$
309541	$Mental retardation, X-linked 3 (methylmalonic acidemia and homocysteinemia, cblX type )$
309548	$Mental retardation, X-linked, FRAXE type$
309549	$Mental retardation, X-linked 9/44$
309580	$Mental retardation-hypotonic facies syndrome, X-linked$
309583	$Mental retardation, X-linked, Snyder-Robinson type$
309585	Wilson-Turner syndrome
309630	Metacarpal 4-5 fusion
309800	$Microphthalmia, syndromic 1$
309801	Linear skin defects with multiple congenital anomalies 1
